ROI_001,ROI_002,ROI_003,ROI_004,ROI_005,ROI_006,ROI_007,ROI_008,ROI_009,ROI_010,ROI_011,ROI_012,ROI_013,ROI_014,ROI_015,ROI_016,ROI_017,ROI_018,ROI_019,ROI_020,ROI_021,ROI_022,ROI_023,ROI_024,ROI_025,ROI_026,ROI_027,ROI_028,ROI_029,ROI_030,ROI_031,ROI_032,ROI_033,ROI_034,ROI_035,ROI_036,ROI_037,ROI_038,ROI_039,ROI_040,ROI_041,ROI_042,ROI_043,ROI_044,ROI_045,ROI_046,ROI_047,ROI_048,ROI_049,ROI_050,ROI_051,ROI_052,ROI_053,ROI_054,ROI_055,ROI_056,ROI_057,ROI_058,ROI_059,ROI_060,ROI_061,ROI_062,ROI_063,ROI_064,ROI_065,ROI_066,ROI_067
3282.3406,3359.4673,1200.1052,3294.892,3871.1697,2761.5615,3298.9412,1985.6815,3025.0327,3618.0,3552.146,3625.6963,3545.268,3222.7395,2922.8022,3857.3167,3623.8066,3549.6675,2757.7964,3491.8901,3574.6826,2928.7092,3396.8945,3488.5771,3098.915,3013.9438,3092.6921,4133.036,4065.987,3640.5947,3415.673,3681.4517,4103.751,3734.0093,3617.09,1816.5237,3609.3018,3608.4077,3383.9648,3382.765,3778.5588,2036.8566,2936.291,2902.5405,3208.7917,3461.589,3483.6643,3787.5266,2550.419,3743.1323,3408.7654,3392.2244,2501.4087,3146.4155,3304.793,3098.1577,3089.3188,3380.425,1214.4417,2812.4595,2820.97,1976.4374,2946.2422,3113.5164,2113.3284,2262.4558,2628.8752
3274.5137,3365.3145,1231.0265,3293.3333,3874.0469,2773.3176,3302.7598,1987.2645,3025.6118,3621.013,3558.1084,3628.5046,3545.199,3224.0715,2925.2808,3858.1267,3621.3738,3551.5496,2775.0327,3491.4282,3568.8496,2919.7244,3397.831,3467.175,3107.7598,3010.3193,3095.167,4136.58,4064.1482,3643.2556,3420.121,3677.4756,4109.0933,3735.2139,3617.6487,1834.7506,3612.9924,3605.8848,3369.8462,3389.0593,3772.0742,2023.2153,2933.0293,2900.4097,3209.9016,3464.0623,3486.0083,3792.8833,2563.4604,3749.3118,3412.0537,3388.891,2517.2922,3152.697,3307.387,3070.1204,3094.3503,3366.6985,1214.631,2803.2607,2805.5613,1979.0049,2945.9282,3118.6892,2100.812,2255.4497,2610.1018
3266.7402,3351.6404,1168.3162,3288.618,3867.7725,2742.8906,3291.836,2003.9113,3018.3218,3624.0212,3550.4258,3628.7766,3542.965,3224.9873,2921.9268,3860.6575,3627.5742,3549.3865,2750.4773,3485.448,3564.4927,2930.869,3386.9165,3470.9114,3104.2827,3011.1953,3092.9587,4136.012,4063.0698,3644.2205,3418.5706,3647.2505,4103.2334,3740.211,3620.6873,1793.989,3603.0112,3600.7615,3364.3508,3378.9539,3755.9648,2022.4973,2928.1667,2918.8906,3202.4941,3463.3757,3486.2532,3799.814,2560.8333,3747.0974,3412.1553,3396.77,2527.0024,3149.1904,3303.1326,3099.66,3085.1313,3367.1387,1211.8505,2805.496,2808.313,1971.6237,2943.4229,3119.091,2115.7576,2249.927,2623.0437
3264.1292,3339.824,1136.3698,3288.9329,3867.2417,2729.5574,3281.1687,1981.158,3021.8364,3623.8748,3541.349,3628.1,3541.3699,3234.473,2919.9897,3863.8193,3629.2622,3546.7507,2764.2092,3482.625,3563.4172,2928.7947,3380.7454,3458.6802,3087.0444,3005.7617,3088.8074,4122.9663,4058.2673,3647.2031,3422.5994,3633.563,4100.54,3735.062,3615.2441,1800.6416,3601.7664,3598.456,3349.2837,3372.8528,3746.5686,2006.3063,2925.2761,2912.7393,3191.6655,3457.3806,3480.4607,3797.5435,2552.7134,3739.711,3406.7249,3397.5095,2512.574,3141.1968,3296.4644,3088.9521,3081.0518,3363.0964,1204.358,2800.9907,2804.7212,1969.2096,2938.7068,3117.533,2100.0793,2244.538,2625.618
3265.4846,3348.6282,1135.2616,3289.1711,3867.6768,2718.9912,3269.8445,1988.882,3021.671,3617.1423,3547.761,3626.0132,3544.4734,3236.6277,2916.076,3864.894,3628.6948,3544.2983,2768.6382,3485.2087,3563.2131,2917.5154,3377.054,3466.0007,3082.1772,3002.8955,3079.6943,4126.6187,4055.6177,3654.5198,3415.6782,3630.6606,4096.476,3736.888,3611.24,1840.1497,3607.1885,3601.699,3331.8572,3372.7542,3752.189,2005.7555,2929.645,2892.0503,3198.5415,3456.305,3482.1433,3796.7893,2553.4478,3743.4863,3405.8,3389.5413,2515.5703,3143.0242,3299.9749,3083.7812,3082.413,3367.9434,1200.5713,2806.5295,2814.8975,1977.8292,2942.976,3119.26,2120.9495,2253.5488,2619.9324
3276.7615,3360.6177,1184.3173,3291.4395,3875.118,2736.5044,3284.0466,1996.855,3020.5376,3612.4578,3543.533,3626.59,3544.787,3231.8625,2915.7458,3863.2048,3624.456,3544.9307,2763.225,3488.405,3565.0837,2924.4075,3380.1248,3480.8735,3079.5999,3001.6094,3079.4668,4132.657,4064.751,3660.909,3413.7063,3662.2473,4103.7925,3738.3823,3609.4688,1769.6747,3610.689,3606.619,3335.6597,3383.7476,3768.7646,1992.0724,2927.8962,2894.8936,3195.8206,3458.3516,3486.8748,3798.4377,2545.423,3744.0828,3410.1775,3392.6567,2503.2222,3146.8542,3305.7856,3090.3547,3086.3054,3381.4106,1210.8904,2806.2583,2826.8938,1970.6874,2944.79,3122.0166,2120.975,2260.3936,2618.9253
3278.2,3382.001,1181.7744,3296.006,3877.8438,2736.328,3288.1494,1996.7863,3025.036,3618.5056,3553.374,3625.176,3544.9414,3238.4307,2921.313,3859.4185,3625.8662,3548.7107,2756.06,3490.9746,3566.518,2919.0408,3386.1616,3492.474,3089.2642,3005.0479,3078.6323,4128.44,4062.8887,3664.4578,3417.4583,3661.7651,4104.569,3737.6616,3617.7634,1839.2875,3615.9062,3612.0176,3364.6094,3391.9507,3779.8286,2010.0885,2927.858,2903.7224,3198.7031,3458.8655,3491.75,3801.272,2547.536,3744.0962,3409.3042,3397.7278,2506.3333,3153.0022,3308.423,3097.0752,3090.917,3392.2268,1209.8463,2807.686,2841.385,1965.1609,2953.2668,3124.5835,2111.7344,2264.44,2620.3188
3284.0007,3392.1245,1198.9696,3291.705,3869.7986,2750.9226,3281.304,2003.8226,3027.5105,3623.815,3565.6978,3632.6836,3548.0845,3236.9907,2921.938,3861.9495,3625.8052,3550.4673,2780.4346,3490.9724,3564.1265,2926.0027,3387.6946,3490.3086,3099.675,3009.794,3087.825,4142.3687,4067.9468,3669.832,3424.4502,3651.2947,4108.8765,3745.5977,3613.6128,1800.9467,3617.0232,3613.2754,3370.6848,3403.835,3780.4788,2010.1324,2933.9343,2896.2312,3206.1802,3465.541,3499.722,3812.834,2562.5415,3755.9475,3415.0713,3400.393,2533.3115,3162.7654,3313.8672,3114.4814,3100.8125,3388.3455,1191.4617,2817.1843,2850.5183,1985.7385,2957.9727,3127.2925,2118.615,2273.1284,2614.7778
3279.4963,3387.428,1198.8475,3285.5955,3868.9885,2736.8403,3276.9438,1999.4398,3025.6467,3630.04,3566.4214,3632.6443,3553.5876,3240.3867,2931.3542,3864.7449,3630.9514,3556.0867,2765.612,3491.1033,3568.8567,2927.85,3392.5564,3499.0203,3094.1592,3011.9087,3094.3528,4134.8823,4067.8882,3669.7793,3425.9294,3624.7288,4115.789,3749.2646,3620.9226,1896.9028,3612.722,3616.8403,3391.2734,3402.5996,3786.9644,2001.9541,2927.0996,2909.2144,3206.8723,3462.0642,3503.589,3812.5723,2560.245,3749.2551,3413.846,3402.0698,2537.5,3158.888,3316.43,3131.1475,3100.4392,3400.9182,1207.5039,2820.0774,2862.5776,1979.8318,2954.1475,3125.1213,2143.7454,2270.3655,2629.6829
3278.8506,3382.7703,1182.9542,3294.0388,3868.8447,2735.948,3285.294,2013.7238,3027.6628,3626.6328,3562.14,3634.3274,3551.5508,3240.0466,2922.947,3866.273,3631.6113,3558.2095,2772.721,3492.8762,3572.778,2923.6292,3393.9143,3498.8179,3096.7007,3013.091,3098.3193,4125.4834,4066.491,3667.8147,3432.1028,3623.616,4104.933,3743.166,3624.8816,1870.9805,3614.8083,3621.1978,3387.7197,3400.872,3791.0679,2029.3341,2928.6528,2911.233,3206.7534,3460.52,3496.9517,3813.123,2557.676,3744.2524,3406.4126,3400.2817,2532.866,3153.3047,3316.1829,3118.726,3103.3186,3408.342,1211.9767,2823.9395,2868.6003,1972.8408,2950.9817,3124.7295,2141.2961,2277.3457,2633.0388
3289.5928,3387.0625,1198.4902,3303.4556,3874.2874,2752.6907,3292.9775,1997.3105,3037.6829,3636.3264,3569.0034,3638.8203,3554.254,3253.8682,2923.884,3869.2825,3630.3818,3561.4082,2769.414,3492.6992,3567.3335,2923.876,3392.5981,3495.6252,3095.674,3017.908,3104.1648,4138.483,4073.3333,3670.515,3434.217,3657.5364,4109.489,3741.717,3630.6533,1817.9327,3621.9492,3617.1045,3395.0132,3404.9976,3794.5266,2018.4497,2930.849,2901.2231,3211.1677,3467.139,3497.9802,3820.2388,2549.9192,3749.1582,3410.1663,3402.106,2508.183,3156.9517,3318.1475,3122.317,3109.0164,3412.9438,1203.3444,2822.768,2863.6687,1982.6349,2958.5063,3124.28,2128.706,2279.898,2630.2288
3287.0288,3371.569,1216.6078,3299.3643,3871.0232,2746.6904,3287.8875,1992.5856,3035.8115,3629.2344,3562.521,3637.22,3547.575,3248.7861,2922.5483,3866.7786,3626.175,3553.926,2769.747,3486.2998,3562.8313,2920.7632,3393.8936,3492.4353,3090.6804,3018.679,3099.1118,4136.7407,4070.582,3662.6963,3431.225,3689.1997,4110.7007,3744.543,3630.048,1809.2155,3619.5217,3614.6743,3392.6465,3399.3145,3790.6968,2016.5493,2931.339,2900.8376,3208.0417,3466.9446,3496.7063,3820.3562,2556.2312,3747.5383,3411.1765,3399.385,2518.1257,3156.0327,3317.2373,3121.4246,3110.0867,3414.3179,1215.4375,2820.8726,2856.0562,1978.1366,2952.4277,3122.0168,2125.4983,2280.0571,2626.3757
3276.3271,3371.3735,1213.052,3299.799,3869.3364,2733.0867,3281.3286,1991.4766,3039.2048,3632.4143,3560.8918,3633.2556,3543.0266,3238.1726,2915.866,3860.8484,3623.6511,3545.664,2771.0894,3483.377,3559.1384,2913.6426,3384.9905,3481.2375,3090.9778,3021.9102,3105.2463,4125.998,4066.5293,3662.1614,3431.7402,3649.812,4106.2646,3744.2239,3626.678,1808.8298,3617.7668,3609.2434,3383.812,3393.5981,3780.6108,2012.2751,2934.8232,2896.8008,3201.8733,3465.796,3495.7583,3821.847,2551.9768,3746.9827,3412.7402,3400.1384,2502.7358,3155.775,3314.0466,3099.8672,3107.1104,3407.2063,1224.1737,2819.0774,2849.7354,1976.9602,2956.9631,3125.0232,2117.1611,2272.401,2622.1123
3276.5112,3354.3481,1168.0636,3290.313,3859.88,2717.9553,3275.4836,1991.0084,3032.7793,3635.2412,3555.4243,3627.2793,3539.84,3228.3381,2923.1208,3856.0417,3619.5962,3543.1292,2768.556,3482.174,3559.8247,2901.9146,3384.4663,3472.7893,3090.6316,3022.4756,3099.5742,4123.247,4063.2668,3658.178,3419.9165,3642.8494,4106.346,3736.994,3620.4944,1797.7659,3614.3286,3606.9082,3361.799,3387.0977,3776.0244,2017.9807,2931.666,2902.828,3199.6926,3465.1597,3496.504,3820.9082,2553.0178,3746.88,3410.5225,3397.8086,2508.77,3151.3286,3314.0374,3100.6323,3101.4265,3407.9783,1208.4393,2815.5742,2849.74,1978.7228,2948.977,3122.4817,2128.2803,2267.6125,2624.4202
3274.7422,3358.0156,1160.2028,3291.5295,3860.9668,2724.6355,3287.173,1989.1465,3031.4395,3629.2856,3554.6924,3629.6567,3540.5442,3219.6738,2911.0908,3856.4758,3618.9465,3539.2405,2765.0498,3482.9136,3558.791,2916.3042,3385.9897,3470.6245,3088.1895,3016.556,3096.0762,4119.02,4060.093,3656.147,3408.6064,3625.4607,4109.4907,3735.6877,3621.4448,1836.9519,3615.4626,3605.6545,3360.5916,3384.6907,3774.2869,1993.1245,2927.9854,2898.9375,3197.4805,3463.555,3495.1443,3808.0085,2551.09,3744.7407,3407.9243,3396.1663,2503.3928,3151.0342,3312.763,3103.5159,3101.3674,3405.8137,1209.6418,2812.8208,2849.8308,1963.6969,2948.6968,3119.7275,2125.5881,2263.5798,2625.1787
3266.4158,3335.8914,1157.074,3287.6577,3862.0693,2713.9512,3279.1587,1990.513,3025.13,3618.979,3557.001,3627.1404,3542.2388,3216.6924,2907.5417,3857.4617,3618.2747,3534.2964,2765.148,3483.1033,3557.7876,2907.7454,3380.894,3462.513,3081.3416,3009.7056,3087.4758,4126.625,4058.0764,3651.9077,3411.2524,3647.6885,4109.6475,3737.7585,3614.5923,1780.7372,3616.168,3604.6328,3354.7727,3386.8977,3773.0398,1996.7305,2928.92,2889.1348,3194.1487,3458.7532,3492.7917,3802.485,2544.4724,3743.745,3405.8835,3392.3809,2499.7554,3151.813,3312.0586,3094.1482,3101.8699,3404.554,1211.3804,2818.704,2852.5623,1973.8245,2950.4475,3119.8604,2118.5203,2271.2017,2634.9583
3270.8794,3342.2878,1171.0519,3281.0037,3859.2656,2722.7822,3274.2844,1984.1382,3020.9893,3611.6672,3564.1104,3627.6504,3542.8384,3211.185,2914.324,3857.0134,3618.512,3530.3677,2764.086,3482.0452,3560.0146,2911.3257,3382.5627,3463.09,3082.365,3009.412,3083.085,4135.33,4061.7048,3658.0984,3408.979,3677.8655,4103.8037,3737.425,3608.7996,1790.2892,3616.1829,3607.711,3353.2966,3390.4844,3779.996,1993.4645,2931.1946,2887.6768,3201.6135,3457.6848,3496.7927,3803.3574,2553.7324,3744.4214,3411.079,3390.5103,2526.7422,3153.484,3317.0679,3090.3948,3106.3481,3404.0713,1215.371,2818.0225,2856.537,1987.4985,2952.8892,3124.197,2130.7815,2274.3833,2632.1113
3278.6216,3357.6426,1189.6288,3287.3538,3868.7646,2731.37,3283.706,2014.3156,3023.66,3619.9795,3571.6736,3631.8594,3543.934,3207.0127,2932.64,3858.604,3617.8743,3537.143,2773.448,3491.9895,3561.0586,2897.1377,3388.0925,3463.127,3112.0032,3012.4958,3084.2183,4137.283,4062.457,3657.447,3405.4229,3666.6985,4112.4756,3740.4182,3616.381,1844.1365,3624.2095,3614.4707,3360.1565,3403.463,3786.7844,1999.2815,2930.2004,2892.9307,3205.8335,3466.1128,3498.8308,3795.83,2558.8345,3753.9429,3414.5593,3392.8389,2527.8008,3166.9973,3320.0754,3090.145,3115.4548,3407.0732,1223.411,2822.5874,2864.692,1985.4088,2963.167,3127.2456,2135.3396,2276.7107,2638.0037
3274.8064,3364.3347,1217.7615,3280.981,3870.3337,2725.4795,3278.6726,1987.3567,3025.7808,3623.799,3579.0417,3634.1113,3550.0327,3218.1677,2932.843,3864.9517,3625.1072,3538.7617,2782.0798,3492.1877,3564.7625,2912.7185,3391.5457,3457.1853,3104.1855,3012.4385,3089.0972,4144.6157,4068.5857,3665.121,3414.952,3677.9497,4117.2837,3750.0125,3612.9133,1845.4835,3614.065,3615.1125,3368.076,3399.9355,3787.9038,1998.7424,2931.7397,2894.746,3210.692,3462.7632,3505.0225,3812.2666,2570.312,3753.2805,3414.061,3394.813,2554.95,3162.5735,3318.694,3085.164,3115.6768,3405.3494,1212.3643,2824.1926,2870.6414,1998.7916,2957.7217,3130.1982,2114.764,2283.224,2640.2263
3277.2522,3367.4175,1176.5726,3292.6228,3874.385,2719.8337,3287.0686,1993.8451,3024.6638,3631.8806,3568.3752,3632.2532,3553.3374,3220.0515,2937.6338,3867.169,3628.7034,3544.39,2776.3442,3496.1836,3570.2625,2924.3193,3394.5237,3471.5085,3103.9558,3013.614,3093.607,4137.44,4070.7593,3663.2341,3412.65,3634.6135,4114.5415,3744.011,3619.0737,1862.6523,3613.1921,3616.1472,3383.1929,3402.5642,3794.1577,2023.2932,2927.204,2912.3264,3204.2148,3454.411,3502.4011,3811.4187,2555.249,3746.6272,3406.529,3404.978,2539.097,3157.0054,3317.7285,3121.588,3105.9907,3411.7336,1216.8793,2822.832,2873.8647,1999.165,2953.959,3127.1716,2148.026,2283.8901,2652.606
3283.6504,3366.162,1171.8816,3295.6165,3881.3472,2722.8843,3286.4045,2007.1667,3030.6282,3628.412,3568.1086,3635.435,3553.4062,3230.9502,2925.7195,3870.6694,3629.2668,3547.0305,2779.0364,3497.2185,3571.7532,2915.6243,3395.5903,3472.5847,3098.0132,3018.483,3092.7383,4130.0483,4075.7468,3662.967,3424.1772,3628.6067,4107.857,3742.5994,3622.2563,1835.6658,3619.947,3615.4412,3383.343,3400.701,3800.749,2012.3646,2930.7595,2896.973,3203.699,3459.6924,3498.226,3821.1375,2554.1807,3743.3408,3405.4438,3403.847,2526.7166,3155.4048,3314.8943,3106.7375,3112.6938,3415.418,1217.0032,2831.6316,2872.9807,1983.349,2956.8108,3126.6165,2129.9229,2288.62,2647.398
3289.828,3376.7869,1211.0991,3298.0173,3877.9858,2746.1501,3305.048,2000.3408,3038.9512,3629.8247,3568.0696,3637.849,3554.531,3229.8516,2923.6946,3868.7334,3624.9905,3551.2925,2790.7947,3497.948,3571.4333,2924.1738,3397.9648,3485.3384,3104.9353,3025.1316,3098.4011,4133.8164,4077.653,3665.6875,3427.2307,3631.6335,4110.765,3741.6196,3626.6123,1817.5432,3619.4712,3619.4956,3394.6887,3404.3672,3806.246,2017.3662,2935.5608,2901.9038,3206.853,3464.9182,3500.961,3824.272,2556.1077,3749.0002,3407.6658,3405.4153,2518.534,3156.7668,3318.0464,3106.0454,3111.17,3409.1619,1209.5544,2827.558,2869.9844,1987.3281,2953.2053,3125.1555,2145.4883,2282.18,2638.8103
3283.3867,3380.13,1215.2695,3296.835,3870.6882,2749.0132,3284.776,1999.6523,3039.0767,3632.7058,3564.5024,3633.1792,3548.2153,3219.2004,2913.4922,3861.6262,3618.6135,3543.9597,2765.602,3493.3008,3567.3528,2905.5242,3390.5986,3492.295,3111.2065,3027.018,3098.7854,4129.5854,4075.3252,3661.5647,3418.2063,3661.4036,4118.242,3737.83,3625.1199,1821.4789,3616.9229,3617.0952,3393.5356,3405.2822,3809.1846,2031.6605,2935.8625,2913.568,3206.2085,3467.7742,3499.5981,3821.099,2541.5498,3745.947,3409.1716,3400.3928,2512.9102,3153.3782,3313.3628,3101.5806,3108.1729,3417.4631,1221.2103,2823.2947,2869.0864,1986.3713,2955.237,3120.8665,2128.7988,2283.416,2639.742
3293.649,3393.5054,1227.4021,3305.1938,3870.435,2774.3955,3306.8884,2009.759,3038.2175,3636.9326,3564.515,3634.4563,3544.2197,3218.833,2919.7778,3858.8772,3619.318,3548.8767,2759.818,3491.4832,3567.217,2926.7305,3396.3447,3499.0298,3118.354,3032.963,3102.0618,4128.1514,4071.8435,3661.261,3418.6035,3662.1172,4111.6846,3740.7312,3637.602,1822.4314,3619.2107,3617.9885,3424.845,3409.2808,3812.7053,2043.6973,2933.4915,2911.2102,3208.9126,3469.3127,3498.1118,3813.0464,2553.386,3750.1204,3412.4563,3406.66,2503.5076,3161.466,3314.6494,3097.4111,3105.316,3396.5298,1208.6509,2818.0598,2856.2847,1978.953,2956.209,3117.598,2112.2476,2266.4832,2622.5334
3286.9333,3386.422,1260.535,3300.305,3864.8945,2780.531,3300.478,2005.766,3034.7122,3636.6487,3569.962,3631.5115,3544.4177,3211.5361,2927.2993,3861.7747,3617.5852,3546.135,2784.6748,3495.5884,3565.8247,2903.7837,3404.16,3478.1714,3122.2317,3032.4006,3102.147,4132.74,4071.7295,3661.3188,3420.9553,3658.603,4120.8965,3746.6257,3628.3982,1802.3793,3622.2944,3621.269,3401.0396,3417.397,3807.3403,2019.4999,2934.973,2905.158,3215.7212,3473.852,3499.577,3811.3508,2563.5947,3755.5815,3416.0063,3393.1992,2541.0981,3163.7322,3316.6116,3082.5947,3112.3298,3384.0088,1212.2404,2813.1943,2853.8855,1982.5891,2954.4578,3122.5686,2128.0627,2271.1042,2620.0984
3301.753,3389.729,1269.057,3310.946,3876.561,2790.652,3314.8994,2027.091,3039.447,3634.0403,3577.7654,3638.6426,3548.923,3210.5793,2941.0332,3868.6572,3626.4783,3548.9905,2786.8054,3500.5964,3567.4546,2917.9539,3401.104,3493.422,3132.026,3032.2737,3102.6997,4147.199,4075.698,3663.5095,3419.8284,3653.389,4124.6934,3753.0154,3632.6882,1828.0295,3616.8142,3619.9087,3405.7773,3410.9507,3804.5093,2039.3704,2937.7893,2905.9717,3218.6255,3476.3542,3501.2478,3815.2825,2577.7793,3759.115,3416.8494,3401.2866,2551.189,3162.5542,3312.4849,3088.501,3100.5972,3385.245,1205.4492,2814.7314,2859.3335,1975.6205,2954.8103,3121.882,2106.0544,2261.7542,2621.2861
3281.2231,3375.8374,1245.5175,3298.7134,3879.6013,2754.8594,3296.561,2009.9971,3033.118,3637.8254,3579.456,3643.9736,3560.2551,3228.288,2947.651,3878.7976,3640.7314,3567.321,2790.6658,3508.4463,3582.594,2927.72,3408.0083,3494.5908,3119.4954,3031.968,3105.729,4149.3843,4081.5085,3677.0981,3436.9749,3641.0115,4128.7964,3767.4167,3646.129,1869.4681,3611.5222,3628.5806,3426.034,3415.9907,3810.3765,2043.8673,2938.5442,2926.844,3225.1716,3474.1697,3508.603,3829.2507,2578.8235,3756.0867,3414.4954,3420.9038,2551.0667,3162.5771,3319.1072,3135.094,3109.638,3406.3467,1219.1957,2830.3599,2878.6824,1988.7358,2962.154,3134.2532,2134.5706,2284.5664,2654.5508
3289.7993,3385.305,1223.9927,3307.3062,3896.0574,2739.8645,3307.8455,1996.074,3043.312,3646.7463,3570.6326,3645.5298,3565.9897,3236.689,2935.9636,3883.083,3641.695,3570.7166,2786.1702,3508.3367,3588.884,2948.0833,3406.968,3508.7576,3106.8708,3033.326,3106.6096,4138.944,4086.5742,3679.467,3442.2327,3649.2402,4124.176,3756.3647,3640.7969,1896.984,3617.0945,3632.569,3417.0454,3404.8591,3811.4802,2044.7244,2940.3933,2930.055,3214.8125,3469.8435,3504.558,3836.955,2545.741,3747.144,3410.3672,3421.7253,2526.8267,3152.3428,3320.4817,3137.9905,3106.5525,3418.7686,1223.6576,2826.5552,2876.463,1979.1475,2954.2688,3140.0615,2151.7166,2291.9194,2654.8523
3299.7332,3392.7305,1229.0583,3319.6453,3908.2124,2772.4883,3308.2007,2021.5682,3057.4473,3651.965,3577.7444,3650.6562,3565.7673,3255.1995,2931.7405,3880.3562,3639.313,3581.3103,2775.1968,3508.3342,3585.5933,2927.1396,3410.8586,3509.423,3132.0095,3042.4028,3109.8186,4156.806,4095.349,3681.0574,3453.5527,3688.843,4130.295,3753.9678,3651.8855,1830.0535,3622.2358,3626.767,3419.9585,3411.8254,3807.6726,2048.3057,2944.4321,2921.0408,3216.6816,3477.5068,3503.4524,3846.8188,2563.2827,3752.038,3414.697,3424.4531,2511.2002,3157.0715,3317.7974,3129.2578,3111.0266,3414.2188,1212.7153,2833.886,2860.9043,1984.2456,2959.2363,3139.2148,2115.9795,2288.5422,2646.9963
3287.0732,3397.6628,1197.2795,3308.6648,3909.527,2760.0386,3291.5322,2011.4207,3058.6152,3650.0564,3572.6958,3646.8347,3554.0583,3255.5923,2921.5063,3866.3523,3634.9014,3576.6365,2758.866,3496.2175,3578.4976,2930.4307,3399.9521,3508.744,3125.973,3046.4275,3113.4768,4148.299,4095.553,3675.8257,3453.312,3685.607,4122.017,3750.6309,3649.8704,1839.2378,3619.8418,3619.7065,3422.6926,3399.5198,3796.4739,2042.6549,2944.8706,2923.1782,3216.5415,3477.2,3505.4194,3850.448,2541.0176,3746.15,3416.6726,3425.7915,2498.2063,3155.944,3319.846,3128.5928,3109.4385,3423.3196,1210.972,2836.2224,2850.3328,1979.2571,2955.5034,3141.4922,2124.5125,2291.2812,2648.5093
3274.7502,3372.7163,1227.9858,3302.9602,3908.2458,2751.377,3290.278,2004.5675,3058.5938,3649.0154,3569.666,3641.016,3549.9631,3258.3333,2921.638,3866.1343,3632.7715,3567.3032,2758.4126,3492.8337,3572.1204,2925.6406,3388.2358,3494.849,3129.4917,3045.2483,3116.4692,4142.972,4082.859,3669.284,3452.3433,3649.114,4125.2065,3750.4077,3643.0056,1804.973,3618.2153,3617.6177,3403.269,3401.3137,3780.3528,2039.7285,2947.781,2922.7515,3210.4675,3480.7646,3507.5854,3858.3184,2551.9954,3752.6821,3418.9758,3425.507,2505.4536,3160.026,3321.133,3130.593,3113.2354,3417.049,1214.905,2832.391,2839.7556,1989.1394,2957.3167,3140.5627,2118.427,2293.723,2644.6394
3269.3718,3371.067,1179.7504,3295.1516,3900.9365,2742.344,3273.6614,1996.4297,3056.0671,3642.842,3565.2725,3638.5898,3550.729,3251.2874,2913.5632,3861.7966,3632.3752,3560.0786,2766.9702,3490.4592,3569.8315,2925.677,3385.1,3484.8523,3111.1436,3046.6306,3112.0137,4131.191,4074.1423,3666.9238,3444.73,3632.514,4117.3833,3744.537,3634.9138,1810.7953,3614.6792,3614.1873,3387.994,3388.9226,3775.3828,2016.6053,2943.8804,2925.926,3204.3474,3474.6267,3508.4666,3859.972,2550.6177,3747.9968,3417.613,3418.6228,2503.9172,3153.3875,3320.9014,3118.7288,3108.64,3413.9485,1213.7462,2828.291,2837.3323,1977.4471,2948.39,3139.874,2125.147,2289.2373,2647.663
3276.503,3369.0725,1150.3281,3295.3818,3900.6956,2733.5642,3281.1218,1990.8925,3052.6294,3639.1199,3567.1492,3640.157,3550.2466,3247.8606,2917.1165,3863.0742,3630.9624,3552.6528,2762.9102,3491.8267,3572.5376,2913.3137,3384.1462,3490.8572,3110.8928,3041.0916,3106.6245,4131.5605,4076.7612,3666.0945,3432.558,3633.3533,4118.5796,3744.124,3634.6562,1844.0045,3619.0986,3614.717,3376.4438,3393.43,3781.749,2009.4546,2943.1484,2916.493,3202.204,3473.4885,3508.4573,3846.963,2547.7656,3748.2234,3415.3325,3414.1335,2507.0652,3156.4636,3319.9822,3114.6606,3110.3953,3419.51,1202.2592,2829.1208,2838.4697,1978.3317,2949.7947,3135.125,2122.4973,2287.587,2646.8281
3276.282,3373.9387,1166.4147,3298.1482,3891.2598,2736.6868,3279.065,1995.4396,3046.2192,3634.964,3564.0696,3637.5195,3551.3435,3244.835,2919.5486,3862.0647,3628.0881,3551.6836,2773.0227,3493.7024,3571.09,2920.27,3386.348,3489.5142,3111.248,3036.2588,3104.9233,4139.0273,4075.6287,3665.8518,3433.9912,3651.4336,4120.5366,3745.151,3629.4287,1855.7346,3620.1875,3613.538,3381.1194,3401.8035,3786.073,2013.195,2940.3235,2916.9802,3200.4038,3473.3535,3507.5303,3851.2605,2547.0093,3746.577,3415.3584,3413.3306,2501.1982,3156.3997,3316.338,3117.2698,3110.2158,3416.7056,1200.4106,2827.0186,2844.1116,1981.1539,2951.8218,3132.4055,2128.3276,2285.416,2645.5747
3277.6394,3380.032,1191.9563,3297.1218,3878.3064,2738.221,3286.911,1994.2643,3046.0486,3637.9397,3574.972,3638.048,3552.0474,3247.0815,2929.1567,3861.613,3623.8652,3551.3164,2776.758,3491.675,3569.3193,2903.2134,3388.176,3485.3848,3115.2793,3035.1594,3106.3223,4151.325,4080.8984,3675.8645,3432.9397,3701.7986,4123.2188,3748.8386,3628.134,1816.4435,3623.3093,3614.1897,3375.5781,3413.3813,3794.4375,2022.6543,2944.6094,2922.4263,3209.7537,3475.9148,3510.3533,3845.4888,2565.3318,3753.9268,3418.845,3408.306,2519.092,3157.3171,3319.9172,3107.553,3111.5984,3415.602,1220.8212,2826.2651,2841.0842,1991.8384,2955.425,3130.199,2127.2139,2287.3582,2640.3745
