ROI_001,ROI_002,ROI_003,ROI_004,ROI_005,ROI_006,ROI_007,ROI_008,ROI_009,ROI_010,ROI_011,ROI_012,ROI_013,ROI_014,ROI_015,ROI_016,ROI_017,ROI_018,ROI_019,ROI_020,ROI_021,ROI_022,ROI_023,ROI_024,ROI_025,ROI_026,ROI_027,ROI_028,ROI_029,ROI_030,ROI_031,ROI_032,ROI_033,ROI_034,ROI_035,ROI_036,ROI_037,ROI_038,ROI_039,ROI_040,ROI_041,ROI_042,ROI_043,ROI_044,ROI_045,ROI_046,ROI_047,ROI_048,ROI_049,ROI_050,ROI_051,ROI_052,ROI_053,ROI_054,ROI_055,ROI_056,ROI_057,ROI_058,ROI_059,ROI_060,ROI_061,ROI_062,ROI_063,ROI_064,ROI_065,ROI_066,ROI_067,ROI_068,ROI_069,ROI_070,ROI_071,ROI_072,ROI_073,ROI_074,ROI_075,ROI_076,ROI_077,ROI_078,ROI_079,ROI_080,ROI_081,ROI_082,ROI_083,ROI_084,ROI_085,ROI_086,ROI_087,ROI_088,ROI_089,ROI_090,ROI_091,ROI_092,ROI_093,ROI_094,ROI_095,ROI_096,ROI_097,ROI_098,ROI_099,ROI_100
1.3301929,-0.47931206,-0.04717709,-0.4838672,0.08871201,0.74814045,0.8447506,0.3246917,0.44684136,0.73432237,0.38101247,0.13460465,0.50755215,0.5829593,0.6984426,0.0653137,0.14035903,0.5604428,0.19357367,0.2510987,0.14291511,0.4773017,0.6223172,0.7359933,0.5614155,0.8268211,1.1404443,1.261958,0.30038384,0.67294854,-1.1046728,0.37051094,0.6998278,0.29884556,1.4642353,1.4390067,0.8191728,1.4324042,0.6221626,1.1218277,0.9698707,-0.2252631,0.81176376,-0.05094416,0.021437343,1.0037143,0.9659903,0.9694264,0.7327373,0.7602384,-0.5788642,-0.78962713,0.07155917,-0.8020739,-0.41290882,0.40666693,0.035182513,-0.08980545,1.0549748,0.7032342,0.6274779,0.39223176,0.60500896,0.4709886,-0.26701623,0.79080796,1.3393335,0.53987443,-0.054369472,-0.3317698,0.12949723,0.6277168,1.138701,0.9102144,0.65944284,0.90561414,0.5199935,0.59891903,-0.15745544,0.58964646,0.99632883,1.7765526,1.2318586,1.1894476,1.3354831,1.5389075,0.757698,1.5451132,1.2388119,1.395658,2.1042905,1.462276,0.8377116,-0.030914668,0.21105976,1.249738,1.5316155,1.8306788,0.9420098,0.6257627
0.23074335,-0.31008118,0.7821508,-0.56876224,0.1764861,0.35381997,0.81737643,0.5315072,0.8604627,0.6941938,0.2803082,0.4500823,0.48445085,0.8103111,0.7104433,0.7124046,0.2199889,0.79167706,0.44732165,0.9275991,0.7448393,0.32345453,0.6727643,0.7600479,0.6857566,0.93358725,1.1569434,1.6824567,0.4426691,0.7064156,-1.0200199,0.7688083,0.33281076,0.8262863,1.3704593,1.4850087,-0.34279427,1.326902,0.72910804,1.062386,1.0249304,-0.3576155,0.6963728,0.30467105,0.29186514,1.1106443,1.1176137,1.3893751,0.8786822,0.96006066,0.4603567,-0.44821966,0.24306893,-0.50500685,-0.5042511,0.13452104,0.32634005,0.19612594,1.2075276,0.8965592,0.8707624,0.8461396,1.1846257,0.63137287,0.50362706,0.78548765,1.1455165,1.0844518,0.4057537,-0.013206657,0.5713194,1.0377377,1.1251805,1.2026207,0.766115,0.97737736,0.8030972,1.089106,-0.85431063,1.042408,1.1423582,1.540582,1.1657183,1.0682075,1.2674711,1.5297607,0.24553785,1.5216807,1.0739661,1.499637,1.3880966,0.55339354,1.062948,-0.058737867,0.40080574,1.2462399,1.3527206,1.7667212,0.9998147,1.2844262
0.1697108,-0.07386385,0.094679944,-0.40447187,0.3618189,0.57279897,0.75768155,0.72791654,0.45714232,0.69469595,0.82493025,0.42999247,0.54390264,0.5557091,0.6325517,0.3953919,0.2394481,0.65088946,0.4766306,0.7343836,0.5404451,0.27205643,0.39762872,0.9323624,0.37916407,0.7412359,1.6339016,1.5488007,0.9752123,0.97983176,-1.350412,0.4708656,0.36496544,0.47985145,1.1167655,1.2400591,0.3809612,1.5558475,1.1621515,1.3648907,1.1780051,0.6321232,0.8769573,0.21136972,0.46097744,1.3826764,1.0723225,0.82943934,0.6703182,1.044379,0.27276728,0.019237911,0.43735576,-0.6117367,-0.23890027,0.25333703,0.37769985,0.025743704,1.1979905,0.95531845,1.0367752,0.6557579,1.1114807,0.62913656,0.1744865,0.94756824,1.1398855,1.0224338,0.43892476,-0.16293836,0.6281012,0.9102919,1.266798,1.4355308,0.9347575,0.90017354,0.85002065,0.6856127,-0.3291234,0.83434576,1.1096947,1.0716529,1.2984111,0.9246996,1.4526376,1.4172924,0.9451415,1.3990878,1.5119563,1.20953,1.4743947,1.0827438,1.3481076,0.39279526,0.21975927,1.1933682,1.4952223,1.5923247,0.7123062,0.80134565
0.42780364,-0.00039014194,1.0423054,-0.17237955,0.21101949,0.26819548,0.6137596,0.5138112,0.28014478,0.633242,-0.10855135,0.47475016,0.6122135,0.6227381,0.49587694,0.09494067,-0.21873963,0.46375892,0.14576653,0.71281,0.47982377,-0.5565917,-0.055168383,0.7591994,0.38036868,0.8052417,1.6924063,1.608111,0.55896795,1.252374,-1.3612913,0.83796215,-0.124239355,0.23691365,0.6074153,1.0989244,0.23584811,1.7725041,1.1396774,1.6414086,1.3053542,0.44474468,0.91398495,0.31962606,0.20946494,1.6219345,1.0376064,0.5488822,0.25154224,1.3875294,0.22813196,0.29344362,0.5076259,-0.18144387,-0.2418674,0.2630107,0.5834062,0.20147003,1.6376367,1.2966348,1.3047391,1.2147373,1.3475846,0.9779896,0.52065885,0.8527978,1.2305251,1.0902859,0.35540578,-0.21272703,0.71328646,1.4973714,1.2041564,1.6713301,1.1100484,1.3294135,0.5330407,1.1558162,0.32387996,1.220021,0.9706003,0.73876584,1.4952301,0.8809692,1.9077364,1.555131,0.3992616,1.3939736,1.2782824,1.742154,1.5682708,1.5503902,1.8945773,0.5135903,0.70118046,1.0372488,1.7947749,1.7229004,0.62538636,1.4847177
1.1724656,0.2383858,0.72531724,-0.2453724,0.3745524,0.3448724,0.65959316,0.7906596,0.5239724,0.792462,0.15715611,0.67605376,0.60979843,0.71035266,0.7182098,0.06593064,-0.3334813,0.7250408,0.6517587,0.6433066,0.70811534,-0.1450915,0.14632261,0.9879868,0.19318123,1.120576,1.7878643,1.3645785,0.36392546,0.9845866,-1.4397231,1.410775,0.1280269,0.3873427,0.6303806,1.4644569,1.4111015,2.0799265,1.5524086,1.766674,1.2645193,0.96932054,1.1970012,0.23203401,0.5814659,1.5821072,1.2323371,0.60805786,0.6400916,1.2362484,0.7006753,0.42247352,0.71967196,0.056978486,-0.097971365,0.44426507,0.5900307,0.20949739,1.6019561,0.7583972,1.075075,0.9910018,1.2474761,0.73515445,0.24673872,0.81725234,0.756147,1.1641294,0.11659801,0.09627217,0.43504566,1.2730954,1.2240891,1.5883753,0.8447706,1.2773829,0.90960336,1.4099481,-0.023788728,1.8025565,1.0076568,0.15590914,1.3741633,0.5259472,1.6984886,1.2947017,1.5815998,1.1256528,1.7278575,1.6568228,1.6930469,1.6076791,1.913148,0.9607465,0.55989397,0.70225453,1.5172602,1.1743897,0.58273274,1.5185168
-0.9428378,0.26995102,0.2834465,-0.2526301,0.49594733,0.5188819,0.98845804,1.0036799,0.30523187,0.71497226,0.63081133,1.0931412,1.1564322,1.2048844,0.81192595,0.13402744,-0.04210771,1.114484,1.0635036,0.6965966,0.5202871,0.92639595,0.7396802,1.4455348,0.953948,1.6027088,2.0005195,1.4981422,0.9147964,1.6261203,-1.7421656,1.0628779,-0.0018543187,0.5010231,1.0893528,1.4040238,0.037602965,2.0763683,2.342603,2.414621,1.6541219,1.7252117,2.0314875,-0.012608911,0.4136146,1.5640185,1.7236308,0.97123766,0.9250733,1.3263996,-0.5273097,-0.27460468,0.24113001,-0.3018817,-0.065295465,0.36288077,0.44729665,0.17670308,0.9443528,0.62216276,0.69952077,0.8920132,1.0064583,0.6536011,0.027181422,0.90919507,0.66088015,0.67252034,-0.7989172,-0.11472492,0.3215073,0.7144565,0.8056191,1.7523289,0.6612009,0.7541152,0.119076714,1.3904921,-0.94557434,1.363128,0.31134582,-0.47304922,0.678153,0.4325219,1.3527051,1.0684583,1.0000539,0.75402445,1.0623972,1.2992526,0.6063891,0.68815804,1.7643181,0.10371058,0.5963675,0.5820451,1.3415792,0.979338,0.5391425,1.4000163
-0.3868154,0.54258764,0.6123947,0.2958913,0.9886923,1.1691686,1.6294711,1.585437,1.1313618,0.916787,0.98041403,1.1836146,1.4479129,1.025553,0.91185313,0.44004488,0.16746081,1.4331663,0.4977999,0.90716195,1.361587,0.9560232,1.5690275,1.7606142,1.6251904,1.661406,2.5595977,1.7799457,1.5542381,1.7258003,-1.0228674,1.1967903,0.6826852,0.6357277,1.5683781,1.407915,1.0523715,2.2209828,2.9813254,2.5662596,1.6812375,1.9264822,2.2886207,0.47243544,0.8013444,2.1065278,2.2059376,1.3719574,1.7320254,1.2768587,-0.34164736,-0.097099714,0.28299803,0.27066314,0.49746242,0.62014407,0.5706804,0.6148737,0.98247075,0.7091085,0.70249957,0.6873094,1.0621861,0.8837141,0.31840473,1.2654771,0.45787656,0.6825128,-0.30997303,-0.40289444,0.99131316,0.72679085,1.3719857,1.6145312,0.61897635,0.67595935,1.0156107,1.7124565,-0.37294766,1.0037653,0.2625912,-0.71323353,0.61215407,0.46156943,1.4777335,1.0429224,0.8573435,2.3097754,0.7456041,1.2606364,1.7615343,1.2760606,2.1638052,-0.07399995,0.082387574,1.5209109,1.9385111,1.2251139,0.8071542,1.6918001
-0.29037246,0.6771322,0.61390716,0.39542055,0.8357129,1.0260557,1.4658698,1.4908217,1.0314953,0.78725064,1.1503699,0.7967125,1.1052188,0.8235296,0.89526165,0.5751691,-0.086713955,1.2653422,0.43760458,1.1132193,0.7078875,0.8981097,1.1669191,1.5856464,0.69307256,1.7305698,2.3219128,1.9692687,0.8515662,1.9691834,-1.5175164,0.18828765,0.5292305,0.15266964,1.2318765,1.2360505,0.1987042,1.4346752,2.91408,2.3101306,1.4472934,1.0770844,1.8548831,0.96021885,0.23480737,1.8455216,1.5155059,1.0058994,0.7909787,1.31391,-1.4529418,-0.2815368,0.37282786,0.07624731,0.3327308,0.20657435,0.5342175,0.4683715,1.0854772,0.9174362,1.1333843,1.0190558,1.1688391,0.9099063,0.17105626,0.9178144,0.83076143,0.81614333,-0.2682858,-0.35213533,0.6173948,1.4525355,1.0693065,2.0228748,1.1668646,0.98573697,0.5451457,1.6195434,-1.3963597,-0.52511275,0.24019445,-0.7722106,0.38450894,0.96925503,1.2934514,1.2435102,-0.020868246,1.4277833,1.3663869,1.416247,0.45422474,0.8748256,2.1373408,-0.3909729,0.41491827,0.881421,1.6501509,0.7639175,0.99481255,1.3879554
-0.89972633,0.20704742,1.0020041,0.15316027,0.79194415,0.43485,0.9898656,0.96077526,0.53628075,0.38420135,0.7867883,0.60539395,0.6589353,0.89604074,0.63018614,-0.2064017,-0.6550284,0.48455822,0.20922193,1.1872306,0.442041,0.29507357,0.9372677,0.95986485,-0.29669112,1.2290112,2.1062262,1.3992883,1.1872561,1.5580686,-1.1812264,-0.24081555,-0.0061744866,-0.292325,0.8093701,0.97777444,-0.7605059,1.1316688,1.8557606,1.281863,0.5371585,0.6449184,1.1751101,0.36063102,0.10555959,1.5568608,1.013849,0.5200263,0.31450745,1.1231062,-0.78561455,-0.2745174,0.48216414,0.24276678,0.10380232,0.2728215,0.5989711,0.33833942,0.71663606,0.72111565,0.9666498,0.48118955,1.1754428,0.8645,0.46929204,1.0197275,1.1855285,0.58241034,-0.032553345,-0.33725497,0.6401428,0.969472,1.3670691,1.924298,0.91547513,0.79845583,0.7497,1.5146917,-1.2380763,0.046972975,0.29233015,-0.9910764,0.35229278,0.53622615,1.3481524,1.001476,-0.7870155,1.1957085,0.93743354,1.4078937,1.3566084,1.0339392,2.2407277,-0.55399084,-0.34922087,1.4655248,1.5741916,0.7973425,0.48108646,1.1368934
-0.6968003,0.5274084,0.8583904,0.052752037,0.30638131,0.11655007,0.7814764,0.66052693,0.48364034,0.29782885,0.3789971,0.54230577,0.6053068,0.62665564,0.720651,0.22386804,-0.5164037,0.89482594,0.0326321,1.2513454,0.8618064,-0.6382165,0.81802744,0.40741864,-0.8751771,1.104876,1.2631555,0.8587013,0.44519508,1.1890265,-2.0565917,-0.8252347,-0.29173955,0.06823779,0.036260057,0.6113034,-0.86985224,0.837961,1.0249823,1.2388773,0.5298144,-0.27584812,0.39126632,-0.21143907,-0.6296423,1.0681624,0.36034378,-0.034240007,0.4627733,1.0934806,-0.56752187,0.16519918,0.7885145,0.1695759,-0.15811191,0.8054128,0.79190713,0.09854012,1.294049,1.1749357,1.3141707,1.4609911,2.014073,1.1584406,0.5937252,0.79541606,1.1090599,1.3970977,0.47641957,0.271728,0.9320752,2.2970395,1.6593229,2.2326715,1.6579287,1.8184266,0.6168112,1.3546492,-0.65056103,0.62049454,0.89995486,-0.9342531,0.53807455,1.2618179,1.6561273,1.241311,-1.416214,0.371089,0.90658826,1.3218782,0.84125584,0.41521138,1.9785416,0.28166518,0.55398154,0.2689683,1.0529027,1.007374,0.7475338,0.8642848
0.30026865,0.29019302,0.5271502,0.110564284,0.3805347,-0.30754742,0.24012016,0.5892976,0.44487983,0.38940156,0.7560217,0.39078918,1.2314128,0.7516838,1.0264599,0.3292556,-0.28133535,1.0224051,1.0052854,0.9472313,0.83991945,0.38367137,1.8929187,0.46371648,-0.47380084,1.2566961,1.8089538,1.2684033,0.7990397,1.1959047,-2.2772963,-0.52837497,-0.6438826,0.36068353,0.5366204,-0.058125786,0.031897597,0.60304785,0.31896013,0.883132,-0.23536229,0.12303695,0.3697849,-0.9423514,-1.1271486,0.82838285,0.16422337,0.17761382,-0.46352872,0.8575956,1.3863375,0.80265605,1.2270528,0.5561382,-0.39150047,0.55442566,0.97900903,0.3136735,1.6302942,1.2822912,1.3948883,0.87558836,1.4519844,1.0041744,0.7280692,1.2673622,1.5889668,1.108553,0.9850639,0.9489243,1.5423281,1.2292093,2.054824,2.0520349,1.4187495,2.1230462,1.4654906,2.0051897,-1.0837946,0.845901,0.50553745,-0.24716045,0.73735535,0.854069,1.5968304,0.8358195,0.16235834,1.5097227,0.46785423,1.4315853,2.2352836,2.40846,1.654561,0.870736,-0.5199246,-0.012753358,0.9533852,1.0103482,0.6701161,-0.14611949
-2.3594697,0.7649685,0.895085,-0.0065212497,0.13916437,-0.04012411,1.1799295,1.2071147,0.6017458,-0.48063946,1.0021114,1.0735488,1.2892169,0.51356494,1.4467893,0.78232485,0.60273546,1.3033857,-0.48445472,1.7151213,1.4138986,0.907449,0.9460783,0.24882841,-0.7312093,1.9324617,1.6945138,0.6003181,1.2258724,1.8506058,-2.6514237,-0.68886346,-0.7313512,0.16196747,0.87070036,0.11259488,-1.6393293,1.7475353,-0.08596696,1.3528745,0.3777227,0.47725394,2.1424298,-0.58937126,-1.2279217,0.28806353,0.7148243,0.026027367,-0.5446608,0.60156476,-2.8750317,-0.61930364,0.92688143,-0.24634455,-1.2431208,-0.29909122,0.16772929,0.03131234,1.1248595,0.7918571,1.4544287,3.166466,1.389853,0.94606084,0.5284095,1.1529863,1.1701838,2.0403006,0.4531841,1.1295137,2.45391,4.04805,0.5146094,2.069536,2.910489,1.5476013,0.84372425,1.4507666,-2.8239043,-3.3894842,0.39362767,-0.27067947,-1.0018694,2.5877154,0.41918066,0.65699464,-3.2683904,-0.046046726,0.7009267,0.634837,-2.994946,-2.567188,1.8062702,0.42750102,3.878499,-0.17198814,-0.20293257,-0.2065936,0.42941356,0.31689963
-1.6316131,0.6404225,1.2694069,-0.2861035,0.03613035,0.18783142,0.92848164,1.0924522,0.9551214,-0.4444389,0.0006646439,0.5247767,1.9508833,1.5509322,2.0149193,0.5039602,1.1355854,1.7183725,0.415962,1.8256125,2.2513118,0.31405205,1.780147,0.69985765,0.036697086,1.8344393,1.6609094,1.0568197,1.7484847,1.8072023,-2.6908312,-0.7384484,-0.9445189,0.6080891,0.57384586,0.6137966,-1.1011885,2.0021057,0.3902571,1.62932,0.33700016,0.46547425,1.4261326,-1.9051706,-1.420451,0.09032026,0.7903978,0.23499066,-0.40347606,0.5620529,-2.9466097,-0.3413202,1.2480614,-0.49335355,-0.5635654,0.4407696,0.12802649,0.23574632,2.1439211,1.5039527,2.0306375,5.349086,2.1209407,1.2012666,2.0347424,1.2296069,0.9527371,3.1952024,1.7177968,1.4457281,2.8625424,5.426689,1.4841187,1.8040782,3.794927,2.5799494,1.3405608,1.7865491,-3.0810542,-2.0746398,1.5176735,0.18298644,-0.26816562,3.8374453,1.12405,1.6194721,-1.8148577,0.5736872,1.7440792,0.6235242,-3.564655,-2.8054395,2.5495324,-0.6280396,4.817901,-0.110790245,-0.034179192,0.6100535,-0.23321864,0.32742742
0.51863277,0.5614233,1.2066748,0.106917605,0.33170465,0.54237527,1.0778328,1.4977082,0.61544216,2.0936513,1.0534177,1.4428941,2.62142,2.1305037,2.08027,1.1409333,1.9519459,1.84456,1.4982688,1.4527812,2.4056728,1.4199312,2.7503893,1.7592943,2.6508577,1.5862659,3.013619,2.4104064,2.914645,2.6224825,-0.43889233,2.8870983,0.7593435,1.8444059,1.808049,0.7570627,1.3275539,2.4717555,1.0184834,1.2808255,0.6476851,0.4894263,0.96071726,0.038057875,1.1083554,1.5796802,1.1810769,1.0457717,-0.1374895,0.9396841,-0.5123334,0.16408953,0.92967266,-0.02548392,-0.22499423,0.75798434,0.7105531,0.33479166,1.6419551,1.5206077,1.9258207,1.7006578,2.1453693,1.2786541,1.7683773,1.9754018,1.2625246,2.1236653,1.6925899,1.4172473,2.6113446,1.8180233,2.3299737,1.5573615,1.9645041,2.1402676,2.4501405,2.9052649,0.99323463,3.159474,1.5384414,0.2819318,1.2850653,1.1841093,2.315505,1.1969751,2.51735,1.4583571,2.0673137,0.722889,0.92331976,2.580699,1.5622231,0.3174611,0.5118856,1.122168,1.4569314,2.2249026,0.03544004,1.156392
0.7584446,0.8925268,1.1015007,0.027926153,0.7162867,0.86030847,1.536946,1.8948117,1.3172494,2.413051,2.1050773,2.4626489,3.133272,1.8070494,2.2427826,1.2291287,2.2612062,2.467578,1.3672671,1.5535085,2.5288723,2.5577722,2.3947318,2.6517096,2.8197114,3.081261,2.6320899,2.1359205,2.5237641,2.5852766,-1.4212103,1.0305051,-0.033081833,2.2975848,2.0596378,1.0580946,1.0222708,1.8380991,1.372589,2.2701006,1.1661394,0.9635796,1.252373,-0.39427406,0.57647604,0.8947555,0.8471904,0.6521977,0.40064543,0.4519535,-0.42137423,0.25527948,1.4346352,-0.16830835,0.001859146,0.89238787,1.2050233,0.71245956,2.0279288,1.6914035,2.101718,3.127469,2.4526024,1.4380137,2.2531054,1.9449043,1.6663373,2.4763124,2.1845567,1.3347303,2.3209488,3.0431578,2.2308576,1.7721056,2.829452,2.4163451,2.1296353,2.4486225,-0.5564686,1.2516098,2.07779,0.3724964,0.9726687,1.8638932,2.0729494,1.5391376,0.5657905,2.040562,2.0703998,0.6563806,0.42735738,0.69388956,2.2336617,1.1179882,1.6553878,0.7801958,0.9341632,1.6671147,0.3445216,0.294826
0.6883795,1.0020206,1.6048704,0.2539605,0.86821836,0.96187836,0.8666284,1.670328,0.87107337,1.8003196,2.2872968,2.1346624,3.0451324,1.4697729,1.6666918,1.1452519,2.2136016,2.0762625,1.2998892,1.5114125,2.1839888,2.0174456,1.7011491,2.9194744,1.9844927,2.2121534,2.5202916,2.0050766,2.0787075,2.0970573,-0.90600485,0.96197546,0.121083066,1.4897466,2.1441865,0.5742965,-0.08836107,1.3546591,1.5346658,1.3454428,0.50429964,-0.10646413,0.9395754,-0.20155765,0.1301427,0.5661062,0.4877466,0.2855567,-0.39556673,0.25616264,1.0052305,0.0044884305,1.4193155,-0.09395214,0.28029913,0.52922314,0.9206684,0.40148053,1.875558,1.806761,2.3902645,2.3257763,2.0425777,1.1929871,1.2755512,1.6646147,1.5695903,1.8598921,1.6635193,1.0686703,1.9905869,1.7267133,2.0161285,1.8003069,2.239699,2.1320546,1.6208268,2.5603561,0.20770982,1.0495645,1.943323,0.3806118,1.1384376,1.2852787,2.040127,1.1339499,0.8830774,1.8132107,1.4624995,0.15231696,2.0186477,1.9266642,1.7445956,0.76674885,1.1586136,0.36469138,0.995849,1.1625341,0.116623804,-0.12155464
-0.55112827,0.45290944,0.47253877,-0.12163496,0.2590384,-0.33902317,0.10059523,0.8520392,-0.00050472404,1.0200881,1.2406971,1.632048,2.2407954,0.8881318,1.390847,0.34435016,1.4789432,0.9584005,0.78111976,1.0572776,1.3650182,0.87509257,1.089873,1.5220757,1.0763205,1.7776374,1.4882245,1.5519618,1.2446039,1.8821324,-0.9747144,-0.4277782,-0.6148053,0.49905086,0.9888661,-0.5185563,-0.81737596,0.7089663,0.4946737,0.5484874,-0.11761796,-0.37816906,0.3708853,-0.91011834,-0.06778322,0.47659177,-0.22461598,-0.2837082,-0.77984744,-0.8676136,-0.9154093,-0.31942663,1.0464237,-0.33228248,-0.5492556,-0.26472417,0.5215362,-0.33293918,1.302423,1.5310879,2.138631,2.4459636,2.1079407,1.1935854,1.3398249,1.3031172,0.77144074,1.7794185,0.9185642,0.18464004,1.2121423,1.8201846,1.4250312,1.2335067,2.1073675,1.6816171,1.5037454,1.9531626,0.2822083,-0.13054886,1.3348099,-0.9142767,0.80653465,1.3240584,1.5823313,0.8038973,-1.5649639,0.84381187,-0.1371024,-0.42325115,1.0909425,0.8934964,1.2950945,1.4559832,0.8195421,0.49222496,0.63188654,0.91390693,-0.6072125,-0.86903965
-0.8144751,0.114148274,0.5672071,-0.19190766,-0.17094319,-0.794191,-0.46822897,0.5379067,-0.275912,0.73892,0.62172073,1.3183113,1.7992066,0.8717102,0.7088339,0.18664582,0.7924186,1.1731496,0.54142153,0.837185,1.3347143,-0.2329636,0.58365476,1.1628739,0.34528756,1.2222596,1.096822,0.84588265,0.96961826,1.0115818,-1.6007493,0.24454843,-0.59050184,0.4586529,0.6333719,-0.68636334,-1.0465612,0.29091945,-0.3615969,0.14433943,-0.51431173,-0.8928608,0.20757964,-1.3323609,-0.68116784,-0.09251972,-0.37458494,-0.45492068,-0.93100756,-1.0213002,-1.1654185,-0.09015511,1.1248437,0.03407056,-0.64770585,-0.20315723,0.4152316,-0.4047813,1.503885,1.5354352,2.1276286,2.1952147,2.0674734,0.88013905,0.94852746,1.094641,0.515445,1.7248057,1.020824,0.60670453,1.3523083,1.3502264,1.8059753,1.3500065,1.8937197,1.8739936,1.3908875,1.8915224,0.07574033,0.8527156,1.3821083,-0.43528143,0.9058335,0.99133396,1.4334558,0.71736056,-0.37550485,0.21308699,0.048618097,0.019936608,1.6539304,1.568928,1.3512746,2.1113417,0.8635552,-0.25581414,0.08851901,0.5526853,-1.2868211,-1.037652
-1.8502291,-0.09211887,-0.23777021,-0.75831795,-0.49422362,-0.86190104,-0.75496024,0.17399713,-0.5826695,0.429028,0.6147527,1.2067165,1.4007623,0.66452503,0.9865366,-0.26231045,0.63696545,0.73130333,0.57896477,0.7069952,0.95271826,-0.32342297,0.75811917,0.94257146,0.33565053,1.2197076,0.9043181,0.8001094,0.43593317,0.8533091,-1.7279804,0.58669966,-0.5342016,-0.03563499,0.33764112,-0.51446944,-0.50052476,0.01616219,-0.6095592,0.16253267,-0.49449813,-1.5045252,0.0004799665,-1.2715353,-0.6610593,-0.1197381,-0.16931896,-0.06570111,-1.6587663,-0.48849952,-0.98469317,-0.69675404,0.53005135,-0.52029926,-1.403336,-0.41000572,-0.15095079,-0.9676399,1.4833848,1.3596245,1.7226261,1.9491968,1.599705,0.71486336,0.9742217,1.2178562,0.66487795,1.5463035,0.7709899,0.5828791,1.0753648,0.9224198,1.1095867,1.1169302,1.8139453,1.7973235,1.2421358,1.7030462,-0.73862344,1.1850705,0.92630035,-0.7594601,0.40863276,1.1706195,1.455057,0.57293326,-0.55839163,0.24801259,0.60261434,-0.3301553,0.67452365,0.6388481,0.86587965,1.1487565,0.5824966,-0.14199953,0.10898571,0.708855,-0.59213835,-0.9503635
-1.1671036,-0.6847263,-0.27342933,-0.86310935,-0.482183,-0.8052621,-0.4647167,0.17990974,-0.7297392,-0.017129427,0.1711994,0.85569245,0.78152925,0.6353284,0.47047117,-0.32939273,0.29860467,0.19839053,-0.3099261,0.34719503,0.95084184,-0.2873118,0.3136122,0.56687087,0.09093474,0.73742396,0.91856533,0.68374664,0.12380756,0.12131056,-1.4206543,-0.3191424,-0.6140951,-0.49725303,0.4968625,-0.7541393,-1.8251145,0.124755464,-0.0033717863,0.27374303,-0.7220108,-0.9137528,-0.102982074,-1.676546,-0.5437437,-0.08431914,-0.115530774,-0.3751762,-0.9389351,-1.199219,-1.4003228,-1.1260101,0.050177712,-0.91316867,-1.2701348,-0.60785615,-0.45752853,-0.9404704,0.6927276,0.66190577,1.4605702,1.0103661,0.831589,0.3982308,0.44164383,0.5407225,0.10174846,0.64978075,0.1908517,-0.49332982,0.77936393,0.557868,0.44250482,0.69759244,1.16923,1.1934203,0.860219,0.7040006,-0.4958101,0.1681318,0.599863,-0.8056866,0.2422278,0.8429947,1.0635824,0.42230377,-0.79188114,0.3711076,-0.04781096,-0.7022364,0.82690644,0.6280632,0.64477,-0.034006134,-0.25065863,-0.03917103,0.1937399,0.46554846,-1.0556593,-0.6038807
-1.517645,-0.56774724,-0.36280406,-0.896844,-0.17716208,-0.29703617,-0.515135,0.13852158,-0.31517723,-0.06462314,-0.39299747,-0.026823292,0.17043298,0.069985665,0.179277,-0.10822551,-0.48821428,0.09384994,-0.4670923,-0.16091189,0.8795518,-0.6647043,-0.382331,-0.119720474,-0.41924,0.4062928,0.3848635,0.66745913,0.009804027,-0.07775459,-1.3123343,-0.31823784,-0.52727747,-0.27948514,0.27509212,-0.069320746,-2.1044676,0.28951898,-0.06384641,0.6032481,-0.56605744,-1.3428589,-0.322596,-1.6221347,-0.67148644,-0.2771041,-0.010230873,-0.3717646,-1.0159533,-1.0312303,-0.6293726,-1.1879878,-0.022148507,-0.9889866,-1.1815155,-0.3284354,-0.44826528,-0.86098266,0.8396978,0.73394895,1.1039572,0.5973217,1.0169308,0.44002464,0.19901925,0.40992483,-0.03259489,0.8982929,0.3762888,-0.392346,0.85454816,0.4857065,0.42756265,0.5380492,1.045529,1.1772137,0.143586,0.1768756,-0.70996386,0.36086684,0.62596166,-0.22629453,0.6994852,0.9898329,0.92218184,0.9394906,-1.1771327,-0.019954821,-0.18464431,-0.5080891,0.92182434,0.68104345,0.8341486,0.81316966,0.33293346,0.057299018,0.12745267,0.7043119,-0.39774927,-0.6530343
